u,g,r,i,z,redshift,alpha,delta
23.84451,22.19921,20.18478,19.34022,18.84343,0.4717176,234.621550620002,21.7514051710424
26.73833,21.90954,20.22376,19.36888,19.04591,0.4572683,132.66782086913,4.09630998615607
19.49461,17.7958,16.86325,16.43028,16.08719,0.1250399,225.510795869631,26.8797953385959
23.66966,21.58173,19.99723,19.22366,18.66757,0.4552645,198.617141330154,58.3260950490284
20.13988,19.22305,18.92474,18.79969,18.71428,-0.0008512957,341.274727708046,21.7765062636153
20.78057,19.21362,18.56319,18.30998,18.15966,-0.0001695642,40.0181501457419,27.2640298417348
20.85701,19.04449,18.00788,17.53737,17.149,0.124037,236.914933525807,22.2760266717162
22.71115,22.32639,20.79047,19.89155,19.62584,0.4927064,126.673973812075,10.4240552974612
21.65219,21.11476,20.86968,21.0192,20.88154,0.7658768,219.878421048291,44.8346954965353
24.42425,22.11543,20.20748,19.38742,18.68153,0.445647,128.269749198615,61.213016482387
22.01045,20.93938,20.71693,20.87383,20.84903,2.905001,138.359124492307,35.2654498501171
21.701,20.101,18.34904,17.69221,17.23596,0.3871729,233.373895223029,15.0598818422588
22.12338,21.03526,20.87142,20.79328,21.25799,0.0002054686,125.712760812077,28.0912225433112
22.03343,19.53902,18.09369,17.55081,17.15621,0.2292833,114.146092859023,18.2379619841384
20.72938,20.1806,19.56456,19.17003,19.03547,0.1797896,334.629792702543,2.96143009963492
21.94281,19.28004,17.69509,16.05662,15.18152,-0.0001016317,242.890957554336,24.4854053313491
18.47418,17.09051,16.45691,16.08711,15.84623,0.08088481,166.050715518689,59.5910676890772
19.91505,18.20879,17.39991,17.00109,16.72741,0.08896898,187.399420018623,8.31794505804469
22.84456,21.40708,20.14952,19.3589,18.90845,0.342229,172.330294586686,4.66159578001617
17.99475,16.7659,16.38564,17.391,16.19049,-0.0003680995,251.012536747714,39.1830837227385
18.40143,17.47045,17.26419,17.00005,16.90615,0.04234894,218.351771932315,48.5854020307552
24.00009,22.68681,21.18004,20.06027,19.27184,9.304939e-05,156.424254423234,34.8171638858836
19.90885,18.83694,18.50745,18.36999,18.36028,-0.0003865,39.7658409524873,26.7995480994304
18.61819,16.63319,15.82305,15.43368,15.18594,0.08069272,203.41828602056,32.3349097549945
18.06427,16.73979,16.23738,16.06886,15.99879,-0.0002670136,104.45500591967,66.9076619059922
22.39416,22.73731,21.61617,20.6066,19.87712,0.6939122,197.455812191579,45.9727183093214
19.73227,18.5925,18.31004,18.21198,18.17654,0.0002267396,121.234566682533,-0.336463210918563
20.48179,18.66328,17.64987,17.18195,16.81126,0.1185342,247.281701034314,27.4868674986885
20.33245,19.98239,20.307,19.48142,21.20029,0.09049688,239.197954055335,18.3071044681798
23.25874,22.27623,22.01536,22.01592,22.27552,2.000336,322.740109580316,1.15026924259723
21.30439,21.20017,20.85641,20.9237,20.89467,1.035586,15.1820987444043,0.923992371206297
22.07537,20.88759,20.37691,20.14302,20.03698,-0.0001057139,140.151587797491,50.3361233399845
21.58406,19.36558,17.97576,17.44496,17.12351,0.2098896,191.642125790395,56.1529449226724
22.51676,21.31004,21.23113,21.05813,20.63044,2.506715,186.293950643182,46.3526706048953
22.01475,21.94826,21.39932,21.12973,20.83219,0.7346455,145.720641095448,57.1425302099994
19.61009,18.32466,17.61204,17.21132,17.03781,0.1330496,236.825829855906,26.7245061100794
18.5715,16.65255,15.69458,15.26949,14.94559,0.08440826,224.010707746805,31.5315460747554
25.00509,23.31257,21.35958,20.13729,19.5779,0.5500509,121.0697369441,24.4457348424008
25.43227,22.05915,20.61387,19.62329,19.23415,0.53859,150.456513913928,35.3671864168108
22.67222,22.11785,21.76357,21.49163,21.20007,1.484472,353.046981333013,0.836045011898612
22.00823,21.07277,20.72151,20.53736,20.66995,0.05062583,232.028769596694,37.1491672449147
24.32158,22.02281,20.43943,19.27505,18.86343,0.5217026,176.844220243871,20.7709271995949
18.09586,17.1964,16.86447,16.76001,16.68621,0.0002564278,126.203747613117,43.2244931711335
21.6039,20.1308,19.79549,19.51282,19.42401,2.930914,200.894067687052,42.182081864959
23.0034,21.48809,21.25222,21.08784,20.60332,0.7576826,14.6277179555836,6.44314830431869
22.24376,22.11316,21.60506,21.4618,21.37081,4.303577,245.444956622562,36.8487785486989
23.3743,22.49688,22.26706,21.22863,19.7761,-0.0003397769,174.931767910223,58.0082357931863
20.49809,17.95554,16.50458,15.55273,15.14409,0.0002126606,47.529254176011,-0.948899359757644
23.29025,21.77129,20.07058,19.08681,18.72054,0.5289302,189.405845124044,8.10889342824044
18.19953,16.82298,16.24945,16.03238,15.9182,9.469166e-05,1.13620513963446,27.6592294871389
17.71021,16.42237,15.77322,15.41283,15.17962,0.06487338,186.279876289584,-1.76893904677235
19.89259,18.40742,17.73367,17.3468,17.09335,0.07625361,124.5334888972,49.0488352803856
21.26118,20.71417,20.53153,20.1636,20.52701,1.739754,353.741183995527,27.1331322707263
22.8341,21.11463,19.40236,18.69594,18.21874,0.4046903,226.976331489405,12.6863773905816
21.54022,20.57635,20.48932,20.62535,20.15862,2.557436,5.09888055831084,-5.26101089645907
23.40189,20.6657,19.22488,18.50882,18.10928,8.046845e-05,6.88356951099099,-10.4975590202849
21.97343,21.81995,21.31967,20.81779,20.57366,0.7525217,176.095603582488,43.7046829657291
18.63503,16.64465,15.72606,15.32018,14.97156,0.07885973,169.035777065056,35.1336297238051
21.56103,20.79649,20.72192,20.51574,20.284,2.254076,128.583090081814,28.817719476675
21.84818,21.38334,20.42661,20.25583,19.96434,1.306576,11.880603968013,7.0922881652762
24.39241,21.88686,20.52805,20.438,20.55936,3.748591,118.111702213244,43.3344909427932
19.44066,19.18855,18.88259,18.66925,18.36286,0.4049551,346.702757756582,0.685156912750471
21.84917,21.32853,20.43967,19.61203,19.43835,1.222537,127.908787557107,13.073162816797
25.11402,23.08745,21.11822,19.84874,19.22144,0.5722834,260.238271011242,25.3911146459183
24.22799,22.02142,20.48598,19.63923,19.12698,0.4977705,231.999513950621,18.2013011651735
19.57579,17.92602,16.98184,16.56219,16.22608,0.1291688,235.41366114825,46.6120058666252
22.90205,21.86473,20.28778,19.40541,19.00095,0.4548735,225.766013097692,43.4572074385252
20.53008,18.46767,17.52593,16.98107,16.64022,0.1266967,156.47878817225,5.48894689466198
21.74235,19.45758,18.42558,18.02683,17.81439,-3.07416e-05,5.95917853979076,-10.0236492067984
23.02889,21.04132,19.21396,18.53759,18.18612,0.3784865,188.907205942685,35.6178354691059
25.375,21.92168,20.66692,19.68329,19.18006,0.522604,203.778639152717,-0.0189855239255142
20.67973,18.49914,17.35509,16.88785,16.54568,0.1681437,130.768513637764,13.1948662703584
22.37497,21.68446,21.57634,21.58538,21.08641,1.0366,129.57102880836,46.8682639597906
22.55383,22.97074,22.55926,21.60833,21.2133,0.8985388,155.547126016513,19.0454900196754
19.35455,18.17132,17.67235,17.36397,17.18393,0.1308782,178.58055662329,2.82929189353678
17.92538,16.54119,15.94737,15.72022,15.6115,-0.0001968217,2.5196732008617,-8.02967256290481
21.38205,20.10749,20.14373,20.08368,20.10613,0.0006993682,180.535339204959,39.649276189887
19.95102,18.33294,17.47695,17.1024,16.80973,0.07717838,164.662513343773,21.0236536673057
23.14988,25.11443,19.42846,18.92947,18.98938,0.1689186,124.960628890665,58.8803220544928
21.21371,18.4542,17.43166,17.09542,16.90432,-0.0001030591,335.874746008091,19.7444487944491
24.34073,23.1981,21.52763,20.61205,19.97476,1.788872,130.522007014432,1.68263299529599
22.39062,19.68126,19.4156,19.29966,19.40655,3.053018,209.939259499902,45.3064759593032
20.02329,18.22879,17.31762,16.91703,16.55775,0.09769507,220.528129462841,36.8902806614264
22.08523,21.87196,20.05225,19.06533,18.52027,0.5842706,154.540621710269,35.7692283630908
26.20729,24.0479,21.69619,20.54344,19.80685,0.7745892,230.963153625403,38.3453624912856
23.51452,22.82538,20.90058,19.53004,18.98425,0.5498559,247.32435769736,17.8346495796122
23.48155,21.86751,20.4191,19.56512,19.20685,0.4623771,160.986277273619,34.061858559169
20.67568,18.57842,17.29244,16.78214,16.41074,0.1927083,234.544096474101,14.2414256335948
23.73675,21.79331,20.03958,19.20985,18.44233,0.4219437,175.809140020625,2.57669520243245
19.03944,18.0205,17.71042,17.58146,17.52793,-0.001260239,335.677505212547,21.4044579048421
19.10511,17.81297,17.71836,17.7221,17.76598,-0.0002415752,209.053690065308,36.6173983647829
19.80306,18.32657,17.51701,17.12973,16.85791,0.09175438,149.580232985281,36.7475549860993
25.09706,22.33703,20.67276,19.69235,19.1424,0.4872516,218.515653381936,2.21858926498884
23.3088,22.05716,21.46462,21.21812,21.33303,1.444627,146.232170237942,38.8066231007752
21.26367,19.92665,19.31817,19.32222,19.06607,-0.0001880685,114.773025071284,26.9698716686647
19.24638,18.27386,17.90843,17.75718,17.68547,-0.0006490548,345.942378011568,0.769033077740399
24.23306,22.78367,22.58483,21.64502,20.84495,0.7423493,146.144454059774,15.5867268201902
19.29529,18.32644,17.76254,17.39668,17.18592,0.04656244,243.118846671649,23.3199274704735
22.665,20.37433,18.51627,17.87811,17.53888,0.3529961,146.593778237634,39.318388055379
25.0828,21.70221,20.249,19.30044,18.98219,1.060232,115.497316944554,19.7194872482087
24.41396,22.7084,21.1358,19.92972,19.49786,0.6352854,136.227619840388,14.5085024935748
24.98341,21.34733,19.51591,18.74893,18.3728,0.4416934,230.189912242417,9.62501709995916
20.47302,18.61423,17.76582,17.33402,17.01175,0.05712073,251.237900722739,24.5058012373412
23.2209,21.44323,20.91624,20.4139,20.12167,1.613139,219.341878812705,61.2238718590766
21.03296,19.09507,18.10101,17.69866,17.40367,0.08697627,257.452265319832,34.4503691648994
21.82992,20.94414,19.25166,18.59955,18.19663,0.3422332,166.550710271704,64.9334500402833
23.49692,22.96581,21.67672,20.59886,20.02685,0.6320017,187.906740018709,-1.54802962308558
19.78907,19.3839,19.42823,19.17646,19.00586,0.4703995,44.9638286006063,0.6293301175212
19.65033,19.61633,19.40393,19.25831,19.32671,1.448853,134.091196279795,1.54650037094804
23.60024,22.89318,21.05224,19.88855,19.5499,0.6274965,254.959506580307,32.8277530076691
24.04245,21.72528,19.88313,18.79052,18.41935,0.5475257,226.076571223139,27.0278238546839
22.51134,21.59385,19.9183,19.07151,18.59354,0.4795478,216.647273393419,29.8031189962448
25.03234,22.66882,21.07646,19.27083,18.20005,5.163777e-05,138.952182805651,8.04676082975541
25.09596,20.62531,18.96988,18.31379,17.83758,0.4096345,252.418730764842,30.8191941976028
22.96907,22.46778,21.84269,22.07693,21.91931,2.798221,7.62099545367516,-0.201711937299947
18.9607,18.00443,17.58771,17.42981,17.35009,0.0004158358,146.301373158124,38.6027079947182
22.87616,21.67537,21.36072,21.12859,20.78169,0.0005523856,163.525768132292,-2.04643812337665
17.4989,16.04545,15.87274,15.83416,15.79625,0.0001864939,93.7268767761646,0.167659945184841
17.29188,17.50746,17.97417,18.29252,18.58114,-0.0001126221,254.915390101437,21.784695653283
23.179,22.56176,20.63218,19.49686,19.15165,0.5835994,155.923241231514,17.270008599144
21.68574,21.53326,21.31223,21.28808,21.41439,1.03721,22.2664904864362,8.25114173658384
20.26751,18.43715,17.41319,16.98915,16.65922,0.1284333,155.799857143631,20.6406604482162
25.87818,23.3632,21.91469,20.67299,19.92935,0.6329045,205.629985472687,44.7918490538039
20.65364,19.94969,19.66397,19.49963,19.19143,2.606065,145.081817181985,12.5898350650847
25.02992,22.28069,21.68014,20.85529,20.4156,0.503673,151.81505473988,59.1118271721439
23.52769,22.37662,20.33888,19.24483,18.97625,0.5322598,128.030914420199,32.9088138777709
23.74771,20.22276,18.57426,18.01598,17.67908,0.3186988,126.353253970349,21.1105868672372
24.3815,22.61246,20.40791,19.36276,18.81078,0.5142766,168.970244973092,67.3392453735189
26.51218,22.49687,21.92923,22.11838,22.08313,0.8705207,39.8483033218275,3.55760940329071
21.85573,21.71507,21.52165,21.26371,20.87575,1.639066,40.5890228023958,-0.246718667100946
20.71472,18.78972,17.69306,17.21485,16.84124,0.1372757,197.682453054021,-1.1364092458697
20.78434,19.46146,19.1549,19.01083,18.92875,0.0004084435,189.568278510982,6.77438797723358
19.82549,18.88645,18.58034,18.44931,18.41962,-8.835549e-06,141.472581986871,53.9805623126249
17.09015,16.22377,15.92151,15.81444,15.79151,0.0002457127,123.88816815269,10.1892515085638
20.65518,18.4794,17.35535,16.92148,16.59651,0.1412862,193.459449184539,30.6750227159901
23.64645,23.76302,22.46855,20.4406,19.32878,-5.699003e-05,196.690163424924,34.8564316277842
22.73048,20.68695,19.1595,18.17796,17.71798,0.0001886667,328.98688561264,1.17188705858501
24.82825,19.96547,18.40224,17.79731,17.38313,0.266072,198.504422884244,6.08340352298685
21.62819,20.03116,18.4253,17.84386,17.48216,0.3168931,166.440718117105,3.43719918269494
22.19049,19.84893,18.31069,17.74755,17.38559,0.2777161,246.935129758633,40.053088813654
19.46782,18.23419,18.17459,18.15509,18.17059,-0.0008630312,223.638490587719,-0.892608041193224
21.7811,21.01935,20.45078,20.39384,20.20648,-0.0004325892,9.83893346344172,31.1954833711694
25.80271,23.09038,21.23934,19.98264,19.26591,0.69077,119.760723666385,23.0949840174297
21.05456,20.22515,20.29174,20.0905,19.77658,2.252454,5.02479179924632,1.5111656184287
20.25596,20.20484,20.38301,20.12054,20.25235,1.90081,224.778632101575,49.8108711301944
23.8911,23.44052,21.62801,19.05082,17.40808,1.233399,162.18782214877,3.47627162990404
20.09501,18.22981,17.12421,16.6132,16.22921,0.1552939,189.301542998697,2.62297112127705
24.90823,22.45378,21.04153,19.8831,19.30216,-0.0002336424,330.879532825958,8.11049527556871
19.20796,18.94053,18.75514,18.69989,18.59942,0.9951357,231.344025561505,44.0578759954071
22.81194,21.79442,20.6064,19.79338,19.30184,0.5834264,210.433966695189,53.5675324129779
21.35122,19.62569,18.95642,18.73746,18.6307,8.178401e-06,255.459456764633,41.0288106256412
20.78729,21.07555,20.95818,19.90523,19.67492,0.8398324,153.323459505665,18.6497360281202
22.70763,23.05496,22.60156,22.69131,22.4395,0.9159895,128.215947238363,20.9878697778899
17.5081,15.84302,15.31513,15.13078,15.06095,-0.0002742266,131.334912049387,54.212321842285
25.88372,22.606,21.82432,21.69486,21.34682,3.916506,18.2590463663044,0.259023023929129
22.14405,21.63758,20.24389,19.39216,18.95117,0.5043982,168.15977507369,26.4380190294562
18.13382,16.56377,15.89333,15.62121,15.44424,-0.0002629978,128.162737371641,24.2870337049123
20.76265,18.61689,17.73058,17.41295,17.24728,-2.156689e-05,107.57084822932,29.1764093764875
22.07574,22.04891,20.52181,19.56265,19.30695,0.5925188,153.677879086226,34.3214493501349
23.18175,23.23686,21.36282,20.22659,19.29423,0.7948913,189.175168946468,30.8596125697006
19.86222,17.79013,16.80509,16.34064,16.03418,0.1046209,209.935896708975,49.5153445780579
20.22048,18.86169,17.66162,17.1366,16.7876,0.2463196,223.534785458512,48.0406977526658
20.96822,20.70405,20.28565,19.88247,19.71889,1.983013,4.55886463283805,-10.0075405025811
20.90335,19.69133,19.12979,18.88761,18.7613,-0.0001866966,41.480530941113,32.6911391919353
24.74782,21.9755,20.49869,19.49992,18.99151,0.5222919,162.331002385634,40.0794736473622
22.50769,22.05821,22.01773,21.75364,21.56248,1.465947,252.48447635322,46.2976289198902
18.86561,17.45772,16.64447,16.13777,15.8396,0.08515838,214.847534114746,2.8468422779372
19.01738,17.92242,17.61019,17.37162,17.29205,0.044289,223.205886758841,14.6170759153405
24.79988,22.17635,20.40839,19.49603,19.0226,0.5249821,230.389083147705,9.86401175883866
23.14064,23.07713,21.6776,20.367,19.56798,0.7116967,127.480007183172,53.4222204128491
18.68854,17.48085,17.01932,16.73924,16.49567,0.05424428,131.694706866712,35.9093061048838
19.03922,18.06044,17.73374,17.61327,17.61123,-0.0003488539,201.708171695564,42.3043742072072
19.08747,18.23643,17.97536,17.85682,17.82199,-6.271397e-05,258.092518035979,30.1299757948684
19.62772,18.22733,17.56008,17.18995,16.93344,0.07351967,165.777184298145,36.3207958704362
19.43454,18.27021,17.74232,17.52655,17.36413,0.0004848725,38.0529565869924,27.646891649648
24.63467,20.72572,19.03342,18.33362,18.20663,0.2264336,239.567384222651,39.4026181424515
20.93605,19.87437,19.52959,19.42636,19.46921,0.000385097,201.152745318862,46.974179651195
22.68343,21.80565,21.5635,21.25686,20.92883,1.164987,186.605437697123,-1.41761435887382
23.60863,21.97357,20.33991,19.52102,19.0998,0.4805125,183.345029262104,46.8889821576287
23.39641,20.88128,19.34397,18.56261,18.13052,-0.0001572866,11.921259566701,-0.121210660439574
18.11752,17.0197,16.64229,16.43102,16.40148,0.04049324,201.154054892319,6.80887731574129
20.82526,20.59643,20.37934,20.0211,19.93612,1.685251,346.444165043875,20.3574950846159
19.89555,18.02942,17.0681,16.60685,16.2317,0.08338928,122.18677909614,31.036177068857
23.55329,21.99848,20.42991,19.43838,18.96749,0.5355054,228.470068583612,28.9692765409007
19.54682,19.1868,19.07868,18.87424,18.92358,0.58881,111.927586903262,26.6711300391485
20.17493,18.54864,17.71542,17.18172,16.79391,0.05937581,145.436293432948,49.8912430862744
21.4113,21.30034,21.13602,20.94061,20.70871,1.509758,143.804877048194,51.629829756433
22.00344,21.19212,20.84243,20.80835,20.88549,2.958606,227.653687327625,36.1373361247565
22.31845,21.35354,21.22324,21.27215,21.22222,0.8113148,250.928641369674,50.8027838944925
24.43843,22.85953,22.34698,21.63553,22.06169,0.8533721,148.997467442955,19.9600251552036
22.97041,23.06348,21.2248,20.05029,19.6619,0.5350538,157.976537918541,4.78591991322948
22.02565,21.52455,21.20464,20.9584,20.94406,1.541946,12.1708869145835,17.1644472194823
21.74664,21.89667,21.46053,21.29306,21.04639,0.7028724,115.2572832769,47.939644805864
22.16449,21.1422,20.78981,20.74894,20.96121,-4.836849e-05,130.830765534022,47.9302456456015
20.51931,18.37271,17.20008,16.66316,16.28676,0.1219054,226.376685522952,26.2997079473309
21.42948,20.90695,20.55407,20.32285,19.91119,2.030074,201.191799668597,34.7017021859262
22.50768,21.18441,21.2586,21.41006,21.08934,-0.0003989445,243.804336484961,43.9639586890087
23.26743,21.88382,20.26537,19.67838,19.34819,0.3378166,182.88309215406,39.2154086489354
19.96167,18.28725,17.42861,16.93572,16.61192,0.1283186,155.36871812995,32.7349696660132
23.58251,22.12711,20.58602,19.51191,19.04802,0.558166,133.66285441977,20.2820224950989
26.23728,22.32561,20.59643,19.60969,19.27559,0.5284452,233.243920316465,18.1514587513834
21.89444,20.06822,18.41443,17.86925,17.52701,0.3047498,155.54832351773,32.7763659390017
25.57056,23.681,21.91788,20.91466,19.86394,0.8172045,145.653132101515,55.7139510079913
21.92199,20.58771,20.51469,20.45875,20.46717,0.0004820894,231.874940076964,51.9476542671041
19.55825,18.42244,17.77057,17.42475,17.13655,0.1394764,153.362941789897,50.5487963275974
20.06039,19.92254,20.02675,20.22031,20.40313,-0.004020263,129.415296882566,11.549116581035
21.63791,20.70093,20.47025,20.26799,20.62747,-6.848796e-05,167.425115165881,-17.3630467319105
22.89816,20.34652,18.69022,18.09656,17.70072,0.3421349,166.690022612554,64.739170858739
21.55058,21.10681,21.14112,21.05768,21.31654,-0.0002213093,2.92350947273212,24.2792411714605
19.23164,18.321,17.95259,17.81054,17.73698,1.739834e-05,136.850357678676,16.4516945627212
23.08058,20.83617,19.4275,18.45983,17.92214,7.900296e-06,43.152586140951,-0.725322234198401
19.59641,17.85601,16.97029,16.572,16.22623,0.07959694,231.022513393724,32.6138602999958
20.4751,20.36665,20.06701,19.90728,19.90623,1.445703,169.706155047237,41.3618010845281
21.51193,21.39707,21.25227,21.08831,21.82857,1.7619,173.112695233883,58.2626601553883
24.54915,20.54859,19.24202,18.71467,18.39384,0.0002341407,117.796133809343,25.6424823250547
23.33428,22.2343,20.74029,19.51495,18.86996,-9.271204e-05,217.48387389978,29.4515907536921
20.3308,18.4146,17.59772,17.26997,17.07509,-0.000201438,277.416556888299,64.2329591419852
24.82906,23.19717,22.16989,21.71216,21.32051,0.7388866,141.310952418836,15.0037981015031
18.49633,16.81637,16.01765,15.60184,15.2996,0.07124116,150.160315406612,40.5645206523551
21.73567,21.43644,21.00566,21.12274,22.14014,1.150547,350.775066504081,26.9127356700435
17.62475,16.01222,15.19363,14.78527,14.47606,0.06732304,176.104758853217,7.49984688853141
22.60591,21.57718,21.30358,20.97975,20.61248,0.001272968,251.261887837952,46.6424460476873
19.98262,18.80581,17.8058,17.37508,17.14007,0.228287,148.328711225999,6.45967351735167
22.48961,21.8114,20.23226,19.07323,18.51632,0.6727621,167.538999540535,-2.71265525902794
20.35865,18.82432,18.11457,18.13636,17.63369,0.0,230.863230682687,5.14332858685818
20.3406,18.66003,17.68416,17.19048,16.78097,0.1095553,136.605179120183,17.083950356341
23.56368,22.26171,21.42882,20.47914,20.84476,0.207674,253.65822274572,19.4978302259208
21.87607,21.39947,21.41317,21.491,21.69702,0.02694461,162.405670690529,12.8752438422276
23.64703,22.54431,20.80492,19.76426,19.2649,0.5165859,226.06675311654,39.6673780064968
22.45558,21.97151,20.23986,19.36848,18.91787,0.5136145,149.571236802558,45.9539175349378
19.43497,17.90443,17.1667,16.79768,16.54312,0.0935997,155.799200021317,38.3171697975831
24.97408,22.35967,20.65684,19.75588,19.25394,0.5154538,178.393906628537,68.1894503589894
24.83713,21.63295,20.09369,19.04644,18.70088,0.5137977,251.579708970936,33.515041369157
20.6961,18.45432,17.59844,17.32206,17.19481,-1.190504e-05,103.517297102112,29.2834412731698
21.86223,20.30713,18.68961,18.11637,17.83388,0.3192598,211.265568477385,56.1057893838932
18.96544,17.64751,16.91008,16.39204,16.14098,0.1172703,166.217365646371,6.77215250189033
23.2922,22.1155,20.55252,19.48086,19.0141,0.5742583,171.67534975683,35.0755007227176
19.49066,19.13737,19.21226,19.06033,19.02299,0.5650581,127.396970145589,28.1292602461932
24.11354,22.47856,21.13224,20.04938,19.62021,0.5220249,115.713195863823,15.6706939202796
18.04596,16.39736,15.76905,15.52042,15.40282,0.0002516414,130.199864347959,6.84595715605998
20.4219,20.2262,20.27202,20.02989,20.01197,1.745869,253.406074533794,38.7383098090841
22.90507,20.99282,19.17257,18.22971,17.82682,0.49978,196.136473955223,35.2645822698582
23.4872,22.08427,21.1096,20.23149,19.68878,0.6649725,124.617269796676,33.0416167399301
19.78831,17.81104,16.70322,16.25265,15.88462,0.1464541,216.427161982255,23.0607292340578
20.45294,18.33212,17.12288,16.6474,16.30251,0.169114,169.71467747934,32.772248680526
20.75103,20.623,20.12912,20.08132,20.08287,1.405591,219.482544659515,49.1210703155403
23.42308,21.09624,19.55336,18.52961,17.94435,6.200179e-05,16.6252469243837,-9.51689594333471
23.83074,22.26363,21.20668,20.34483,22.20791,0.8480075,138.191187137352,2.36511097300716
24.63466,22.71711,21.2995,19.96018,19.73911,-1.181808e-05,319.910659713086,8.41243566630693
23.1906,23.13261,21.14888,19.98299,20.00324,0.5979062,167.193532619253,-2.36563908878339
19.53351,17.31365,16.27508,15.82109,15.53353,0.0001094946,71.1375675954316,21.5041361422355
24.20541,20.92359,19.17549,18.41433,18.0494,0.4497236,187.083140767658,-2.16665451384738
21.01549,18.40352,19.92929,16.70409,16.38097,0.0001282357,161.415723550872,7.56443896012481
22.69785,22.18164,22.15627,22.14997,22.29027,-0.0001218452,114.053399232647,45.4512567325679
19.24809,17.98919,17.32715,17.00001,16.91739,0.06191789,132.384340053169,19.0744549639365
24.16603,22.12476,20.53138,19.4251,19.05004,0.5467123,193.144973774377,47.3317715421013
24.23652,22.18619,21.93177,21.21391,21.32992,0.002631143,188.478336863909,7.71525237060826
25.2802,23.30599,21.82083,22.45616,21.99415,2.014201,31.6147762850933,-2.68542642018763
23.9883,21.7938,20.4524,19.05165,18.24694,0.0001749369,130.29882402839,43.634811081587
26.09534,26.11122,22.10713,20.72976,19.91031,0.7616866,246.469000222435,33.1263944100446
20.72258,20.14158,19.84149,19.6183,19.48832,1.510267,29.6220632255014,-2.1785207342097
21.44542,21.29504,21.00197,20.8996,21.43578,0.907317,350.298593461642,22.9913958200607
20.74236,20.38247,19.97868,19.81172,19.72861,1.045031,134.945898557175,33.477759167015
20.27987,17.9455,16.91529,16.53813,16.34568,1.289686e-05,251.425643394953,31.4331309477069
21.76589,20.86435,19.58831,18.63051,18.52623,0.5376506,213.320609179279,38.5364035298812
21.55396,20.97409,20.86675,20.67215,20.73235,2.180455,248.986423111498,42.9694207276008
20.65692,18.78977,17.71,17.2614,16.89233,0.1402215,217.030121117648,64.3265961052575
23.54798,21.44035,19.7467,18.96581,18.47143,0.462263,170.689832922824,23.2822659110895
19.98052,18.90312,18.50135,18.38375,18.37052,-0.0004547544,250.390896422158,32.4687695635247
20.76107,20.17556,20.16823,20.23129,20.12464,2.5358,230.384887209751,58.7780905537132
22.55043,21.16445,20.70416,20.64454,20.28858,2.507961,317.250204348297,1.05541317632249
23.72076,21.34331,20.91101,20.66002,20.29509,-0.000860669,240.702067217273,18.84124197815
25.32214,21.92109,19.97682,19.15146,18.67802,0.4850622,150.256563391756,57.0790613509259
20.26877,18.26299,17.30661,16.88722,16.53919,0.1060365,136.757900073999,35.1298005017246
22.92879,22.11682,20.67944,19.9303,19.63286,0.5108963,167.682628829439,-1.90179472795344
20.22728,17.93569,16.92522,16.51367,16.28662,-0.0001669781,245.510255950423,51.3235151666795
21.42513,20.34736,19.70309,19.43312,19.19735,-0.001325343,39.2589662677826,29.1979213763135
23.18546,24.04538,21.83746,20.59399,19.76745,0.981285,211.819876999579,57.4318331546814
26.01369,20.93982,19.27208,18.56005,18.24599,0.381782,155.264699598013,48.7200104419829
23.2882,23.17336,22.57015,21.64106,21.23392,0.94459,127.967050732577,22.0563036587811
20.65308,18.57567,17.47324,17.03029,16.71426,0.1559537,151.150759681497,63.7493538029015
24.15326,22.49727,20.42624,19.2648,18.9562,0.5515292,211.234068971122,55.929166013375
19.90659,18.09976,17.47283,17.16113,16.94855,0.01504068,217.610078089065,25.5313015228454
18.4674,17.24748,17.30903,17.37593,17.47721,-0.0004179368,22.6084798951815,38.3405046667464
23.29644,22.28879,20.54227,19.41113,18.96772,0.6351004,221.914344656439,13.6439138475758
22.19558,21.52846,19.59382,18.87168,18.45863,0.4334919,139.96305914024,0.83506559133575
24.62975,22.70352,20.91836,19.82009,19.31598,0.5523441,246.538375908603,27.185318963939
21.86429,19.83029,18.99985,18.66329,18.49299,-0.000175431,199.264797286054,34.4755174435261
16.47627,15.25928,14.83068,15.41744,14.66478,-6.782918e-05,133.49767432935,11.3459055348833
24.33535,25.24336,19.72407,24.6315,22.694,0.2342461,232.979905058985,32.1486582961122
20.21316,20.00906,20.02802,19.73297,19.75023,1.911431,251.930159966325,30.7976986584609
24.42279,23.47319,22.05453,20.94441,18.41626,2.152194e-05,350.019484957973,3.5583382748823
24.77458,20.23267,18.7455,18.08122,17.71747,0.2811366,241.045915976604,27.5690453016267
23.65999,23.13762,23.13001,21.89812,22.43736,0.8336187,157.245379853093,23.4591317211084
22.5496,22.63431,22.09063,21.15241,20.69037,0.8029983,153.42828429559,26.7387098397322
19.59106,18.21919,17.44059,17.02271,16.73804,0.1323467,118.763204582195,50.2708159407266
22.38512,22.2458,20.22705,19.0005,18.52221,0.6291372,162.353671808672,3.0340621911514
25.10247,23.23853,21.32911,20.19365,19.90729,0.6139051,156.603021611338,47.6557662737231
19.53311,18.59048,18.34412,18.2227,18.18308,-0.0004430583,154.243293137585,18.3072599915945
23.86092,23.38532,21.19247,19.8315,19.44056,0.6645945,220.471129916971,28.9242880599471
22.21965,21.56354,21.44893,21.40377,20.89639,2.46069,12.9915228042858,-0.743808334207188
20.43398,19.89327,19.79578,19.70623,19.58102,0.7147919,126.026190021712,31.676465629893
